,product_id,product_name,reviewer,rating,review_date,advantages,disadvantages,comment,purchase_state
7207,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Светлана,2,"Вчера, 17:10",,,"Вкус не выраженный, если добавлять больше, получается очень сладко.",Выкупили
7930,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Алексей,2,"17 июня, 11:22","Пришло с задержкой, и не то что я заказывал",,,Выкупили
9090,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Агрокид,2,"23 июня, 17:44",,"гидрофилка пустышка. Плохо смывает макияж, особенно тушь. Хотя это главная задача - хорошо очистить кожу и поры, с чем это средство не справляется",,Выкупили
6047,142199442,Емкость для сыпучих продуктов баночки c наклейками,Людмила,2,"24 февраля, 11:02",,,"Баночки симпатичные но присутствует запах у крышки, для специй не советую. Даже если запах со временем пропадёт под специи не подойдёт.",Выкупили
8869,28923876,Блузка базовая,Таня,2,"21 мая, 16:23",,Качество ткани,,Отказались
8063,10147914,Офисная базовая блузка,Татьяна,2,"Сегодня, 04:45",Фасон,"Просвечивает, очень тонкая и к тому же сплошная синтетика",,Отказались
10672,35778729,"Жиросжигатель для похудения капсулы, БАД",Ольга,2,"Сегодня, 06:24",,Эффета нет,,Выкупили
10667,35778729,"Жиросжигатель для похудения капсулы, БАД",Елена,2,"Сегодня, 06:40",Не понравилось,,,Выкупили
2836,3932186,Мультибокс для овощерезки «Практика»,Наталья,2,"08 марта, 20:18",Качество не понравилось,,,Выкупили
247,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Любовь,2,"14 июня, 17:17",,"Ткань тонкая, го грубая.",,Вернули
2082,183948489,Подарочный набор бокалов с надписью,Екатерина,2,"14 марта, 13:28",Задумка с игрой,"3 звезды за несоблюдение комлекта. В комплекте были два одинаковых бокала ""для блеска глаз"", вместо заявленных ""для блеска глаз"" + ""болкал счастливого человека""
Времени на возврат не было, т.к заказывали в подарок
Очень расстроил факт, т.к хотелось подарить именно два таких бокала именно с разными и именно такими(!) надписями","В целом такое ощущение, как будто коробку пинали ногами по полу, вся внешняя упаковка в виде игры была затёрта и с надрывами по швам, пришлось дарить без игры, просто в базовой крафтовой коробке",Выкупили
2404,3932186,Мультибокс для овощерезки «Практика»,Любовь,2,"Вчера, 16:16",Режет,Качество литья и сам пластик. Хватает ненадолго,,Выкупили
9044,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Юлия,2,"24 июня, 14:57",,"Запах ужасный!!!
Написано, что смывает даже водостойкий макияж, но по факту ничего не смывает!! 
Уже покупала от этой фирмы гидрофильное масло и была в восторге, но это меня разочаровало!",,Выкупили
12121,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Екатерина,2,"14 марта, 13:28",Задумка с игрой,"3 звезды за несоблюдение комлекта. В комплекте были два одинаковых бокала ""для блеска глаз"", вместо заявленных ""для блеска глаз"" + ""болкал счастливого человека""
Времени на возврат не было, т.к заказывали в подарок
Очень расстроил факт, т.к хотелось подарить именно два таких бокала именно с разными и именно такими(!) надписями","В целом такое ощущение, как будто коробку пинали ногами по полу, вся внешняя упаковка в виде игры была затёрта и с надрывами по швам, пришлось дарить без игры, просто в базовой крафтовой коробке",Выкупили
6565,135895113,Блузка боди с длинным рукавом,Анна,2,"01 сентября 2024, 11:07",,,"Маломерит настолько, что даже в плечах не смогла надеть🤷‍♀️",
7086,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Ирина,2,"Сегодня, 19:48",,,,Выкупили
11675,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Елена,2,"10 мая, 18:27","Упаковано хорошо. Бокалы красивые, но большие.",Пришли с браком. Отказ.,,Отказались
8842,28923876,Блузка базовая,Анна,2,"23 мая, 18:02",,Очень сильно красится,,Выкупили
9601,35778729,"Жиросжигатель для похудения капсулы, БАД",Каткова,2,"Сегодня, 16:15",,"Никакого эффекта, принимала два курса",,Выкупили
8596,28923876,Блузка базовая,Ольга,2,"07 июня, 19:23",,"Везде торчат нитки, качество ужасное",,Отказались
8122,10147914,Офисная базовая блузка,Марина  Валентиновна,2,"23 июня, 22:05",Хороий пошив,Ткань,"По цене и качество, а жаль..",Выкупили
181,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Покупатель Wildberries,2,"17 июня, 14:13",,Нет пуговицы,,Отказались
12274,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Покупатель Wildberries,2,"08 марта, 20:45",Бокалы целые,"Нет открытки, плохая упаковка. Коробка мятая.",,Выкупили
3428,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Динара,2,"22 июня, 18:59",,"Сдувают. Запаковала 2 пакета. Из за нежаркого лета пришлось доставать некоторые вещи из них и обнаружила, что пакеты не работают так как гудно. Снова завакумировала и сейчас опять доставала пальто и снова.",Не советую. Покупала до этого набор у жругого пррдавца- все в попядке.,Выкупили
424,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Покупатель Wildberries,2,"04 июня, 21:08",,Цвет не соответствует,"В реальности они более голубые,а я искали именно такие как на фото",Отказались
7451,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Вячеслав,2,"22 июня, 07:54",,Приклеили квадратики на этикетку. Испортили товарный вид. Как теперь в кофейне ставить это на витрину? Она отдирается вместе с этикеткой. Заказал 6 бутылок и на всех такая ерунда.,,Выкупили
2036,183948489,Подарочный набор бокалов с надписью,Яна,2,"16 марта, 09:37","Бокалы красивые, НО пришел со сломанной ножкой. Упаковка вообще никакая и неудивительно, что разбитая.
Заказывала на подарки, пришлось срочно другой подарок искать... 

В этот же день забирала ещё один подобный набор, так вот в нем был каждый бокал упакован в пупырку и бумагу, был целый.",,,Отказались
2111,183948489,Подарочный набор бокалов с надписью,Покупатель Wildberries,2,"13 марта, 14:38",,"Вместо 2 бокалов, пришло 6 стеклянных кружек",,Отказались
1276,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Элина,2,"20 июня, 19:20",Не протекают,Впервые сталкиваемся с этим !все трусики с комочками …ребенок отказывается надевать !!!жуткий дискомфорт,,Выкупили
1414,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Саида,2,"18 июня, 22:32",,"Быстро наполняются, неэкономно",,Выкупили
10805,35778729,"Жиросжигатель для похудения капсулы, БАД",Галина,2,"Вчера, 15:34",,,"Результат ноль,наоборот на аппетит ещё больше хочется есть.",Выкупили
7068,135895113,Блузка боди с длинным рукавом,Зера,2,"21 мая 2023, 13:25",,,Боди не очень понравился,
8176,10147914,Офисная базовая блузка,Покупатель Wildberries,2,"22 июня, 18:17",,,Грязь спереди.,Отказались
8255,28923876,Блузка базовая,Наталья,2,"Вчера, 19:07",,Строчка неровная по горловине.,,Отказались
6311,135895113,Блузка боди с длинным рукавом,Динара,2,"25 января, 12:58","В целом кофточка сама очень красивая. Есть несколько нооо…… 1) пришел со следами дезодоранта на кофте,кто-то примерял и оставил следы дезодаранта. 2) запах пота на этой кофте ужасный,видать куда-то одели и вернули обратно. 3) хотела вернуть на кофте ,написано не возвратный товар",,,Выкупили
6935,135895113,Блузка боди с длинным рукавом,Оксана,2,"10 ноября 2023, 09:05",,,На невысоких девушек 150см подойдёт. Короткое прям очень.,
1173,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Галина,2,"21 июня, 19:49",,,"Не первый раз беру трусики данной фирмы, но в этот раз с ними что-то не так. Вскрыла новую упаковку, использовали 4 трусиков, и у малыша начался плееночный дерматит. Именно в одной упаковке что-то не так с трусиками",Выкупили
8146,10147914,Офисная базовая блузка,Ирина,2,"23 июня, 10:48",,Очень прозрачная,,Отказались
4188,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Татьяна,2,"11 мая, 16:48",,В комплекте не предусмотрен насос для откачки воздуха. Пришлось отказаться.,,Отказались
6951,135895113,Блузка боди с длинным рукавом,Ольга,2,"29 октября 2023, 13:47",,,Кривое(,
9846,35778729,"Жиросжигатель для похудения капсулы, БАД",Галина,2,"Вчера, 15:34",,,"Результат ноль,наоборот на аппетит ещё больше хочется есть.",Выкупили
7337,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Наталья,2,"23 июня, 12:12",Мята мне непонравилась,,,Выкупили
1871,183948489,Подарочный набор бокалов с надписью,Покупатель Wildberries,2,"28 марта, 16:17",,"Заказывала бокалы в деревянной коробке в подарок, пришли в картоне",,Выкупили
764,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Катрина,2,"Сегодня, 16:44",,Пришла порванная упаковка,,Выкупили
8750,28923876,Блузка базовая,Покупатель Wildberries,2,"30 мая, 12:46",,"Не подходит на большую грудь, низ заужен, пришлось вернуть",,Отказались
8859,28923876,Блузка базовая,Лилия,2,"22 мая, 12:32",,"Цвет вообще не такой как на фото,просто какой то грязно коричневый!",,Отказались
6969,135895113,Блузка боди с длинным рукавом,Валерия,2,"08 октября 2023, 02:17",,,"очень не удобная застежка, крючки могут порвать колготки. Сама ткань хорошо тянется но нитки не тянуться. У меня кое где надорвались, хотя не сказала бы что мне мало. Покупала для костюма на хеллоуин. Для этого пойдет, при постоянной носке тем боле при стирке в машинке думаю все изорвется",
4286,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Тина,2,"05 мая, 21:19",,Брак,Очень разочарована!!! Ну как так можно?? 2 пакета из 5 бракованные. За что платишь не понятно!!!,Выкупили
11399,35778729,"Жиросжигатель для похудения капсулы, БАД",Елизавета,2,"22 июня, 10:30",,Нет эффекта после применения набрала 3 кг(((,,Выкупили
4285,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Тина,2,"05 мая, 21:22",,Полное разочарование!,"5 пакетов оказались бракованные, 2 сдулись спустя 3 часа, а 3 пакета вовсе и не вакумировались. Аппарат не о чем, гудит да и только. Пришлось пылесосом работать. Выброшенные деньги на ветер.",Выкупили
5616,142199442,Емкость для сыпучих продуктов баночки c наклейками,Юлия,2,"08 апреля, 09:21",,,"Пришли совершенно другие баночки, очень не приятно.",Выкупили
6456,135895113,Блузка боди с длинным рукавом,Эльвира,2,"23 ноября 2024, 21:30","Сама ношу 44 размер. Взяла 44 и 46.. оба тянут.. возможно надо было 48. И слишком коротко сам топ. Если юбку надеть, едва закрывает",По мне маломерит,,
3452,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Татьяна,2,"21 июня, 10:58",Через сутки все пакеты снова вздулись,,,Выкупили
2235,183948489,Подарочный набор бокалов с надписью,Покупатель Wildberries,2,"08 марта, 20:45",Бокалы целые,"Нет открытки, плохая упаковка. Коробка мятая.",,Выкупили
8697,28923876,Блузка базовая,Елена,2,"02 июня, 23:35",Цветние такой яркий как на фото,,,Выкупили
1636,183948489,Подарочный набор бокалов с надписью,Елена,2,"10 мая, 18:27","Упаковано хорошо. Бокалы красивые, но большие.",Пришли с браком. Отказ.,,Отказались
4272,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Наталья,2,"06 мая, 13:58",Размер соответствует,Негерметичен. За сутки пакеты наполнитель воздухом,,Выкупили
2447,3932186,Мультибокс для овощерезки «Практика»,Анна,2,"10 июня, 15:47",,"Вообще не оригинал, на мой взгляд. Тупая, плохо трёт.",,Выкупили
994,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Татьяна,2,"23 июня, 15:56",,"Не понравились, попробую премиум","Брала ранее подгузники ньюборн, нравились, перешла на премиум - еще лучше. Эти трусики взяла впервые, однозначно сильные маломерки, вес ребенка 7 кг, они впритык. Надо брать на размер больше. Протеканий от мочи пока не было, а вот какули сбоку вылазили, хотя ребенок при мне покакал и я сразу пошла менять трусики, я думаю это из-за размера. И попа красноватая. Больше не возьму",Выкупили
135,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Екатерина,2,"19 июня, 13:43",,Были с пятном,,Отказались
640,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Надежда,2,"27 мая, 19:40",Пришло с браком! Очень внимательно проверяйте каждый миллиметр данного товара до примерки!!!,,,Отказались
3973,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,анна,2,"22 мая, 17:43",,,"Прислали пакеты не такие, как на фото, худшего качества",Вернули
12075,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Яна,2,"16 марта, 09:37","Бокалы красивые, НО пришел со сломанной ножкой. Упаковка вообще никакая и неудивительно, что разбитая.
Заказывала на подарки, пришлось срочно другой подарок искать... 

В этот же день забирала ещё один подобный набор, так вот в нем был каждый бокал упакован в пупырку и бумагу, был целый.",,,Отказались
113,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Наталья,2,"20 июня, 10:21 • Дополнен",,,"Добавляю комментарий, ношу джинсы уже третий месяц и не как не могу избавиться от запаха краски воняет ужасно стирала много раз.",Выкупили
6950,135895113,Блузка боди с длинным рукавом,Алия,2,"30 октября 2023, 00:25",,,"На рост 170 короткое очень давит , данное Боди все же на рост 160. Также маломерит на 1-2 размера, всегда ношу 48, а тут еле влезла :( Киргизия шьет , ткани рубчик у всех эта тонкая",
10469,35778729,"Жиросжигатель для похудения капсулы, БАД",Елена,2,"22 июня, 09:07",,Эффекта нет. Не тратьте деньги,,Выкупили
11039,35778729,"Жиросжигатель для похудения капсулы, БАД",Наталья,2,"23 июня, 14:16",Результата я не увидела.,,,Выкупили
1348,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Анастасия,2,"19 июня, 22:55",,"Заказала 88 штук, а пришло 72 по цене 88, как бы разница в 16 памперсов, пришлось забрать так как не было времени на то чтобы перезаказать",,Выкупили
10607,35778729,"Жиросжигатель для похудения капсулы, БАД",Оксана,2,"Сегодня, 13:28",,Обсалютно бесполезный продукт,,Выкупили
7718,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Ольга,2,"19 июня, 11:06",,,"Для чего клеить наклейки на  самое видное место????!!!!!
Ведь её снять не возможно не повредив наклейку с названием сиропа!!!!!!!!",Выкупили
9417,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Наталья,2,"18 июня, 00:12",,,Гель масло не работает вообще макияж не смывает от слово совсем. 👎🏼,Выкупили
9648,35778729,"Жиросжигатель для похудения капсулы, БАД",Оксана,2,"Сегодня, 13:28",,Обсалютно бесполезный продукт,,Выкупили
12391,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Олеся,2,"06 марта, 16:21",,В комплекте нет стрелки для игры,"Очень не приятно , закпщала в подарок на праздник , но пришлось забрать , так как перезаказывать нет времени .",
8272,28923876,Блузка базовая,Оксана,2,"23 июня, 17:40",Качество не соответствует цене,,,Отказались
3900,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Анна,2,"27 мая, 08:51",,,Некоторые пакеты Теряют вакум через несколько дней,Выкупили
6917,135895113,Блузка боди с длинным рукавом,Наталия,2,"23 ноября 2023, 13:07",,,Размер не соответствует,
1664,183948489,Подарочный набор бокалов с надписью,Ольга,2,"04 мая, 11:13",Упаковка идеальная.,"Гравировка блеклая, грязнаватая, как будто уже наполовину цвет стерся. Даже на фоне красного вина надпись не будет просматриваться.",,Отказались
3400,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Малкова,2,"Вчера, 20:06",,Через сутки появляется воздух в пакетах.,,Выкупили
3637,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Елена,2,"10 июня, 09:34",,Из 5ти пакетов только 2 целых..,,Выкупили
3647,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Екатерина,2,"09 июня, 15:02","Воздух практически не откачивает. Вооде гудит, но на глапан вообще не как не прилегает, не вкручивается, не вставляется. Не понятиюен принцип работы вообще. Сам насос гудит громко, а толку ноль",,,Выкупили
6802,135895113,Блузка боди с длинным рукавом,Дарья,2,"16 января 2024, 21:01",,,"Пришло с дыркой у молнии, пришлось зашивать.",
5581,142199442,Емкость для сыпучих продуктов баночки c наклейками,Кс,2,"11 апреля, 12:54 • Дополнен",,,"Первый раз доставка так и не пришла с течении 10 дней, второй раз пришли разбитые вдребезги, заказала еще раз. Жду целое наконец.",Отказались
11541,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Ирина,2,"04 июня, 13:19",Пришли целые,У одного бокала надпись стертая ее не видно совсем,"У одного бокала надпись стертая , у другого все хорошо, но тоже в некоторых моментах ее плохо видно , как раз заказывала набор на подарок ради того бокала у которого не видно надписи совсем , очень неприятно было разочароваться в своём подарке",Выкупили
717,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Татьяна,2,"Сегодня, 21:10","Мягкие ""дышащие"", в них не преет попа малыша, только за это и поставила 2 звезды!","Совершенно не выдерживает ночь!! Малыш любит спать на боку, и в 2 ночи (ложиться он в 20 вечера) весь бочок у него мокрый!! И так КАЖДУЮ ночь..","Больше никогда не куплю эти подгузники -трусики, сначала очень понравились, когда пришли, думала комфортные из-за материала, но их не на ночь одевать, а то бессонные ночи обеспечены..",Выкупили
9564,35778729,"Жиросжигатель для похудения капсулы, БАД",Ольга,2,"Сегодня, 21:56",,,За эти деньги можно купить более действенный препарат,Выкупили
10993,35778729,"Жиросжигатель для похудения капсулы, БАД",Елена,2,"23 июня, 16:17",,Никакого результата,,Выкупили
1212,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Татьяна,2,"21 июня, 12:11",,"Раньше были хорошие подгузники. Последние пачки три хуже и хуже. Не выдерживают 3 часа, протекают, индикатор еле заметен, запах самого подгузника стал сильный.",,Выкупили
6334,135895113,Блузка боди с длинным рукавом,Юлия,2,"16 января, 13:20",,"Грязная, пахнет потом и в дезодоранте",,Отказались
8721,28923876,Блузка базовая,Яна,2,"01 июня, 11:00",,Синтетика,"Даже примерять не стала, ужасная ткань",Отказались
4097,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Анастасия,2,"15 мая, 23:04",,Спустя неделю разгерметизировались,,Выкупили
522,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Олеся,3,"31 мая, 14:23",,"Явно не на рост 178. Подтягиваешь джинсы, а между ног как будто мотня висит. Не красиво очень. Поэтому отказ.",,Отказались
694,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Оксана,3,"25 мая, 20:42","До этого заказывала другого цвета, всё отлично, а эти вообще не то..",,,Отказались
1824,183948489,Подарочный набор бокалов с надписью,Ольга,3,"03 апреля, 11:00",,"Совершено другое отправили, заказала в другой город на день рождения.",,Выкупили
11543,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Наталья,3,"04 июня, 12:47","Большие, все очень сильно запаковано","Настолько сильно запаковано, что не стала распаковать на пункте, а дома увидела- у одного ножка сломана. Но это уже моя вина,  надо было сразу проверять. Не понравилось- качество стекла. Толстое и неаккуратно выполнено, с буграми","Одним пользуюсь, но редко.",Выкупили
4101,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Покупатель Wildberries,3,"15 мая, 16:10",,"Пакеты не плохие,ставлю 3 звезды так как один пакет по видимому дырявый,не держит ваккум",,Выкупили
11835,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,елена,3,"08 апреля, 16:50",,"Не качественные, сделаны 'плохо, оч толстые и надписи бледные не красиво.","Не понравились, не рекомендую! Надписи бледные и не красивые! Качество тоже не очень.",Выкупили
6701,135895113,Блузка боди с длинным рукавом,Светлана,3,"29 февраля 2024, 13:51",,,"Так себе, дешманский такой вариант",
10063,35778729,"Жиросжигатель для похудения капсулы, БАД",Ксения,3,"23 июня, 15:00",,Не работает,,Выкупили
250,314706859,Джинсы зауженные скинни с высокой посадкой стрейч,Оксана,3,"14 июня, 14:04","Ужасный запах,отказ",,,Отказались
9482,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Мария,3,"16 июня, 21:54","Понравился запах, текстура, с черными точками неплохо справляется","К сожалению, с макияжем справляется хуже,чем мой предыдущий продукт, которому я решила изменить с этим манго)",,Выкупили
8263,28923876,Блузка базовая,Покупатель Wildberries,3,"Вчера, 11:36",,Чистая синтетика,,Выкупили
7999,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Покупатель Wildberries,3,"16 июня, 19:58",,,Не очень вкусно и жидковато,Выкупили
4027,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Татьяна Маланова,3,"20 мая, 05:34 • Дополнен",,,"Сами пакеты очень хорошие. Но вот электронасос фигня, работы насоса хватило на 3 маленьких пакета и 1 большой, а потом он грубо говоря сдох. Перестал работать, что-то затрещало внутри. НЕ РЕКОМЕНДУЮ!!!",Выкупили
9458,31299196,Гидрофильное гель масло для умывания и снятия макияжа,Екатерина,3,"17 июня, 11:57",,,"Странный продукт. При первом использовании все лицо покраснело и сильно жгло. Где-то через полчаса вроде этот эффект прошел. При втором использовании все было норм. Еще при последующих использованиях снова либо была такая реакция, либо нет. Сразу скажу, что остальной уход не меняла, из новых продуктов были только это масло и пенка для умывания тоже Mixit. Не понравилось, как распределяется, вроде это масло, но почему оно как-то туго распределяется? Расход из-за этого больше ожидаемого, вместо 1-2 нажатий, приходится делать 2-3. Выкупила 7 мая, сегодня 17 июня и во флаконе осталось процентов 20. Увы, больше не возьму.",Выкупили
8761,28923876,Блузка базовая,Ольга,3,"29 мая, 17:02","Цвет, приятная на ощупь ткань. Пройма горловины плохо обработана - сначала обшили пройму, а потом застрочили линию плеча, причем с одной стороны, с другой - шов спрятан, как и должен, под бейку. Поэтому выглядит неаккуратно в целом. Да и проймы рукавов как-то криво ""сидят"".",,,Отказались
7114,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Татьяна,3,"Сегодня, 16:37",Так не плох,"Вкуса манго нет совсем, больше похоже на персик",,Выкупили
7516,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Светлана,3,"21 июня, 14:26",,"Крышка прокручивается, пришлось ножом открывать, поэтому 3 звезды, Надеюсь, что не поделка, хотя прокручиваться в оригинале не должно, очень хотелось, что бы на вкус не повлияло.",,Выкупили
6859,135895113,Блузка боди с длинным рукавом,Наталья,3,"16 декабря 2023, 18:08",,,"Симпотичная ,но маломерка",
8653,28923876,Блузка базовая,Елена,3,"04 июня, 21:31",Цена,Немного большемерит. И цвет отличается. Цвет больше фиолетовый чем голубой,,Отказались
11878,135562201,Бокалы для вина 2 шт с надписью Лучшему учителю,Елена,3,"01 апреля, 17:40",,Один из бокалов был разбит.,,Отказались
1680,183948489,Подарочный набор бокалов с надписью,Сергей,3,"30 апреля, 10:58",,"На подарок не пойдëт! Коробка с повреждениями при транспортировке. Подарочная обложка в разобранном виде, с повреждениями и перегибами там где их не должно быть!","На подарок не пойдëт! Коробка с повреждениями при транспортировке. Подарочная обложка в разобранном виде, с повреждениями и перегибами там где их не должно быть! В прошлый раз брали подобные бокалы, возможно у другого продавца, было всë чëтко!",Отказались
9826,35778729,"Жиросжигатель для похудения капсулы, БАД",екатерина,3,"Вчера, 17:48","Мне не помогло, даже при соблюдении диета",,,Выкупили
4192,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Ангелина,3,"11 мая, 09:37",,После вакумирования снова наполняется воздухом.,,Выкупили
4235,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Светлана,3,"08 мая, 17:00",,,"Постепенно набирает воздух. Жаль, что насос не подходит.",Выкупили
2917,3932186,Мультибокс для овощерезки «Практика»,Татьяна,3,"22 февраля, 16:02","Острые ножи, в целом все соответствует заявленному","Не фиксируются вставки, продукт выпадает из держателя, ручка эта все время елозит туда-сюда, шляпка от нее отваливается. Морковку, к примеру, практически нереально наколоть так, чтоб не соскакивала, там три хлипких штырька, и приходится прилагать усилия, чтоб и продукт удерживать, и штырьком одновременно прижимать, застревает все время на стыке лезвий.","Если кто-то, как и я, перед покупкой сомневается, то вот мой отзыв. Разницы с более дешёвыми китайскими аналогами в работе я не увидела. Возможно, острота лезвий и качество пластика получше, но это время покажет. Вставки толком не фиксируются, елозят вместе с продуктом, приходится придерживать рукой. Брала с лотком к этому артикулу, вообще не поняла юмора. Терка просто кладется на него сверху, совпадает только по длине, условно фиксируется с одной стороны, соответственно, елозит в разные стороны. Если ""стоймя"" тереть в этот тазик, более менее. В лежачем положении все разлетается вокруг только в путь, тк много продукта остаётся на ножах и в задуманную конструктором щель не все падает. Основная вставка (пластиковая) для шинковки крупно подойдёт, мелкая сторона крошит до прозрачности, получается неровная каша. Крупные ножи подойдут для брусков, но для кубиков оливье, к примеру, или на окрошку крупноваты. Мелкая подойдёт морковку для супа натереть, тонкая очень стружка. Для салатов где овощи соломкой в принципе не подойдёт, ну и к примеру, для морковки по корейски точно не вариант. Оставила капусту шинковать, дороговато для такого девайса, но пусть будет.",Выкупили
2339,183948489,Подарочный набор бокалов с надписью,Покупатель Wildberries,3,"06 марта, 19:57",Бокалы класс,"Бокалы пришли с одинаковой гравировкой, хотя в заявленном должны быть разная надпись,  и нет стрелки к игре,  поэтому  3 звезды",,Выкупили
10795,35778729,"Жиросжигатель для похудения капсулы, БАД",Гульнара,3,"Вчера, 16:37",не заметила результата...,,,Выкупили
1726,183948489,Подарочный набор бокалов с надписью,Ирина,3,"18 апреля, 11:22","Быстрая доставка, хорошие бокалы, но в порванной коробке не подаришь",Подарочная коробка порвана,,Отказались
8783,28923876,Блузка базовая,Anastasia,3,"28 мая, 12:12",,Прислали не тот цвет.,,Отказались
3533,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Гулиня,3,"16 июня, 07:56",,"Не держит вакуум! Надо было почитать отзывы, прежде чем заказать. Не рекомендую",,Выкупили
8495,28923876,Блузка базовая,Олечка,3,"12 июня, 12:45",,,"Не понравилась как села, горловина и рукава топорщатся...",Отказались
1190,205498718,Подгузники для новорожденных COMFORT CARE NB до 5кг 102шт,Дарья,3,"21 июня, 17:23",Протекают часто,,,Выкупили
5558,142199442,Емкость для сыпучих продуктов баночки c наклейками,Алла,3,"14 апреля, 13:43",,Поцарапанные крышки,,Вернули
6468,135895113,Блузка боди с длинным рукавом,Покупатель Wildberries,3,"18 ноября 2024, 15:18","Пришла, вообще, другая модель, отказ",,,Отказались
2067,183948489,Подарочный набор бокалов с надписью,Валентина,3,"15 марта, 05:54",,Плохая гравировка надписи,,Выкупили
8169,10147914,Офисная базовая блузка,Татьяна,3,"22 июня, 20:39",Цвет,Нет вытачек к груди,,Выкупили
3702,179111724,Вакуумные пакеты для одежды и вещей набор 5 штук,Константин,3,"05 июня, 13:39",,,Одноразовые. На второй раз подпускают воздух,Выкупили
7438,9670349,Сироп Клубника для коктейлей и лимонадов 1л,Покупатель Wildberries,3,"22 июня, 12:20",Сироп вкустный,Бракованные крышки прокручиваються и еле открыли,,Выкупили
